0,0
0.245623661,-0.163522062
0.534019493,-0.353753272
0.810387636,-0.532571863
1.058844529,-0.68911763
1.310830661,-0.84267381
1.567809358,-0.992761573
1.840191354,-1.14345625
2.056702564,-1.256262272
2.319583591,-1.383981225
2.523432387,-1.475436202
2.740492022,-1.565009786
2.967692033,-1.64966978
3.173522305,-1.718004432
3.390625,-1.78125
3.618054345,-1.837711615
3.794490391,-1.874695068
3.899913129,-1.89402187
4.00424669,-1.911170318
4.093647334,-1.924347423
4.182328234,-1.936085039
4.232344666,-1.942139283
4.282152114,-1.947775557
4.331758868,-1.953010444
4.381173227,-1.957860541
4.425494809,-1.961910897
4.46967326,-1.965674992
4.513714595,-1.969164854
4.557624799,-1.972392456
4.580532733,-1.973979565
4.603407294,-1.975499927
4.626249324,-1.976955227
4.649059661,-1.978347141
4.671839139,-1.979677338
4.694588588,-1.980947477
4.717308834,-1.982159208
4.740000694,-1.983314169
4.763089122,-1.98443407
4.786149792,-1.985498456
4.809183553,-1.986509023
4.820690606,-1.986994652
4.832191247,-1.987467456
4.84368558,-1.987927644
4.855173707,-1.988375422
4.866655734,-1.988810997
4.878131761,-1.989234575
4.889601892,-1.98964636
4.901066228,-1.990046554
4.91252487,-1.99043536
4.923977918,-1.99081298
4.935323262,-1.991176386
4.946663307,-1.991529195
4.95799815,-1.991871599
4.969327885,-1.992203788
4.980652609,-1.992525955
4.991972416,-1.992838288
5.0032874,-1.993140974
5.014597655,-1.993434202
5.020251037,-1.993577326
5.025903272,-1.993718156
5.031554371,-1.993856713
5.037204345,-1.993993021
5.042853206,-1.994127102
5.048500966,-1.99425898
5.054147634,-1.994388676
5.059793224,-1.994516215
5.065437745,-1.994641617
5.07108121,-1.994764906
5.07672363,-1.994886105
5.082365015,-1.995005234
5.088005377,-1.995122317
5.093644726,-1.995237376
5.099283075,-1.995350433
5.104920433,-1.995461509
5.110553858,-1.99557057
5.116186315,-1.995677696
5.121817816,-1.995782909
5.12744837,-1.995886231
5.13307799,-1.995987683
5.138706686,-1.996087286
5.144334468,-1.996185062
5.149961347,-1.996281032
5.155587333,-1.996375218
5.161212438,-1.996467639
5.166836671,-1.996558317
5.172460043,-1.996647274
5.178082565,-1.996734529
5.183704246,-1.996820103
5.189325097,-1.996904017
5.194945128,-1.996986292
5.20056435,-1.997066948
5.206182772,-1.997146004
5.211800405,-1.997223482
5.217417259,-1.997299401
5.223033343,-1.997373782
5.228648668,-1.997446643
5.234263243,-1.997518006
5.239877079,-1.997587889
5.245490185,-1.997656313
5.25110257,-1.997723297
5.256714246,-1.997788859
5.26232522,-1.99785302
5.267935503,-1.997915799
5.273545105,-1.997977215
5.279154035,-1.998037286
5.284762301,-1.998096031
5.290594327,-1.998155742
5.296425656,-1.998214061
5.302256299,-1.998271008
5.308086267,-1.998326604
5.31391557,-1.99838087
5.319744218,-1.998433827
5.325572222,-1.998485494
5.33139959,-1.998535892
5.337226335,-1.998585041
5.343052465,-1.998632961
5.34887799,-1.998679671
5.35470292,-1.998725192
5.360527266,-1.998769543
5.366351036,-1.998812744
5.37217424,-1.998854814
5.377996889,-1.998895771
5.383818991,-1.998935635
5.389640556,-1.998974425
5.395461593,-1.99901216
5.401282112,-1.999048858
5.407102122,-1.999084538
5.412921632,-1.999119218
5.418740651,-1.999152916
5.424559188,-1.999185651
5.430377252,-1.999217439
5.436194852,-1.9992483
